DRUG_CONCEPT_ID,STANDARD_CONCEPT_NAME,STANDARD_CONCEPT_CODE,STANDARD_VOCABULARY
1361052,benzocaine hydrochloride 2 MG / dextromethorphan hydrobromide 5 MG Oral Lozenge,2176460,RxNorm
40234089,triamcinolone acetonide 5 MG/ML Topical Cream [Kenalog],1085748,RxNorm
19093533,phenylephrine 0.0025 MG/MG,340049,RxNorm
1153968,fenoprofen 600 MG,328374,RxNorm
940060,capsaicin 0.35 MG/ML Topical Cream,577395,RxNorm
42707652,mineral oil 0.2 MG/MG / petrolatum 0.8 MG/MG Ophthalmic Ointment [Soothe Night Time],1235262,RxNorm
40241652,amylase 136000 UNT / lipase 25000 UNT / protease 85000 UNT Delayed Release Oral Capsule [Zenpep],1117104,RxNorm
42708093,ivacaftor 150 MG Oral Tablet [Kalydeco],1243052,RxNorm
46276408,pembrolizumab Injection,1657745,RxNorm
40229528,benzalkonium chloride 1.3 MG/ML Medicated Pad,1038558,RxNorm
45774511,dantrolene sodium 250 MG Injection,1544753,RxNorm
40239090,docetaxel 24 MG/ML Injectable Solution,1101769,RxNorm
40231768,desoximetasone 0.0005 MG/MG Topical Ointment [Topicort],1050394,RxNorm
904131,triamcinolone 0.055 MG/ACTUAT Nasal Spray,245785,RxNorm
1334492,ramipril 5 MG Oral Tablet,251857,RxNorm
40224595,sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap [Prascion],1000555,RxNorm
46276315,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension [Afluria 2015-2016],1661812,RxNorm
19071715,mafenide 50 MG/ML Topical Solution [Sulfamylon],285024,RxNorm
45777003,{28 (estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet) } Pack [Mimvey Lo 28 Day],1539190,RxNorm
906149,trypsin,10890,RxNorm
42544063,"4 ML fibrinogen, human 106 MG/ML / thrombin, human 625 UNT/ML Prefilled Syringe",2003667,RxNorm
19010372,nizatidine 150 MG Oral Capsule [Zinga],108730,RxNorm
19023569,folic acid 0.8 MG / vitamin B12 0.115 MG / vitamin B6 10 MG Oral Tablet,200353,RxNorm
40230471,azelaic acid 200 MG/ML Topical Cream [Finevin],1043755,RxNorm
40175377,protriptyline hydrochloride 10 MG Oral Tablet [Vivactil],905170,RxNorm
19020268,Aldactone,151317,RxNorm
1312706,alemtuzumab,117055,RxNorm
1342505,trandolapril 1 MG,317522,RxNorm
42873532,alpha-D-galactosidase enzyme 300 UNT Disintegrating Oral Tablet,1302346,RxNorm
42873813,"fibrinogen, human 106 MG/ML / thrombin, human 6.5 UNT/ML Topical Solution",1305888,RxNorm
19020211,Nitrolingual,151177,RxNorm
700393,thioridazine 10 MG Oral Tablet,313354,RxNorm
797621,citalopram 2 MG/ML Oral Solution [Celexa],261342,RxNorm
40224179,amlodipine 5 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],1000005,RxNorm
1113347,aspirin 80 MG,329291,RxNorm
19015939,olanzapine 2.5 MG [Zyprexa],572594,RxNorm
46233924,chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspension,1652094,RxNorm
42903683,5-methyltetrahydrofolic acid,1313966,RxNorm
37499819,1 ML eptinezumab-jjmr 100 MG/ML Injection [Vyepti],2283054,RxNorm
19135995,fluocinonide 0.0005 MG/MG Topical Gel [Lidex],93130,RxNorm
19031152,haloperidol 2 MG/ML Oral Solution [Haldol],206061,RxNorm
715293,duloxetine 20 MG,596925,RxNorm
40224167,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],999990,RxNorm
19034206,ketoprofen 25 MG Oral Capsule [Orudis],206991,RxNorm
19034883,ofloxacin 300 MG Oral Tablet [Floxin],207209,RxNorm
19044893,disulfiram 500 MG Oral Tablet [Antabuse],210716,RxNorm
40236427,methylphenidate hydrochloride 18 MG Extended Release Oral Tablet [Concerta],1091159,RxNorm
19024785,mafenide 85 MG/ML Topical Cream [Sulfamylon],201185,RxNorm
19073646,ascorbic acid 60 MG Chewable Tablet,308399,RxNorm
40033032,droperidol / fentanyl Injectable Solution,372159,RxNorm
19012746,tretinoin 0.00025 MG/MG Topical Gel [Retin-A Forte],151008,RxNorm
45409172,"Nitrofurantoin Macrocrystals, macrocrystals 100 mg oral capsule",2758,Multum
19010603,famciclovir 125 MG Oral Tablet [Famvir],108852,RxNorm
40223174,acebutolol 400 MG Oral Capsule [Sectral],998687,RxNorm
1747355,erythromycin estolate 50 MG/ML Oral Suspension,597194,RxNorm
19023599,Saw palmetto extract 160 MG Oral Capsule,200364,RxNorm
19131071,alanine 5.7 MG/ML / arginine 3.16 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 50 MG/ML / glycine 2.83 MG/ML / histidine 1.32 MG/ML / isoleucine 1.65 MG/ML / leucine 2.01 MG/ML / lysine 1.59 MG/ML / magnesium...,801010,RxNorm
45776086,brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,1541630,RxNorm
19023194,zinc picolinate 25 MG Oral Tablet,200163,RxNorm
44889469,Cyclophosphamide 20 MG/ML Injectable Solution [Neosar],00013564670,NDC
19080609,chromium picolinate 0.8 MG Oral Tablet,722293,RxNorm
43203720,Ondansetron 4 MG Delayed Release Oral Tablet,OMOP472453,RxNorm Extension
19016769,hydroquinone 20 MG/ML Topical Cream,153031,RxNorm
19059355,ferrous sulfate 325 MG Oral Capsule,244204,RxNorm
19122298,loratadine 10 MG Disintegrating Oral Tablet [Dimetapp ND],602365,RxNorm
45316188,Water 1000 MG/ML Injectable Solution,00074799009,NDC
19031654,erythromycin 0.02 MG/MG Topical Gel [Erygel],206212,RxNorm
40166383,metoclopramide 10 MG Disintegrating Oral Tablet [Metozolv],863586,RxNorm
19054825,cladribine,44157,RxNorm
19043315,hydrocortisone 5 MG [Cortef],569343,RxNorm
1551044,prednisolone 30 MG Disintegrating Oral Tablet,643127,RxNorm
40165995,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet [Glucovance],861747,RxNorm
939393,budesonide 3 MG,332685,RxNorm
40241120,sulfacetamide sodium 90 MG/ML / sulfur 45 MG/ML Medicated Liquid Soap,1115894,RxNorm
40170059,morphine sulfate 60 MG Oral Tablet,895247,RxNorm
40187733,1 ML oxymorphone hydrochloride 1 MG/ML Injection,977935,RxNorm
40224508,sulfacetamide sodium 300 MG/ML Ophthalmic Solution,1006729,RxNorm
46234134,vitamin B12 5 MG Oral Capsule,1653780,RxNorm
40221712,codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Guaifen AC],996460,RxNorm
40213196,pertussis vaccine,11,CVX
1136689,benzonatate 200 MG,329375,RxNorm
920592,betamethasone 1 MG/ML Topical Lotion [Valisone],213566,RxNorm
40222051,calcium carbonate 1250 MG / cholecalciferol 500 UNT Oral Tablet,994829,RxNorm
19127425,ferrous sulfate 10 MG/ML Oral Suspension,730805,RxNorm
19068367,carbidopa 25 MG Oral Tablet [Lodosyn],261330,RxNorm
40225940,Bupivacaine Hydrochloride 1.25 MG/ML / Hydromorphone Hydrochloride 0.02 MG/ML Injectable Solution,1012679,RxNorm
40232461,dyclonine hydrochloride 1 MG/ML Mucosal Spray [Cepacol Spray],1048302,RxNorm
19027165,potassium bicarbonate 99 MG Oral Capsule,637222,RxNorm
40176941,24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule [Bontril],979545,RxNorm
1592358,Abuse-Deterrent 12 HR morphine sulfate 15 MG Extended Release Oral Tablet [Arymo],1871440,RxNorm
19058556,boron citrate 3 MG Oral Tablet,242672,RxNorm
43532834,lidocaine 0.04 MG/MG / menthol 0.04 MG/MG Medicated Patch,1428948,RxNorm
46274210,ceftaroline fosamil,1040004,RxNorm
40168895,benztropine mesylate 2 MG,885208,RxNorm
751369,lithium carbonate 450 MG,332536,RxNorm
19048333,iloperidone 4 MG Oral Tablet [Fanapt],848742,RxNorm
778323,imipramine pamoate 75 MG Oral Capsule [Tofranil-PM],835574,RxNorm
40220678,diclofenac sodium 30 MG/ML Topical Cream,1810279,RxNorm
40242502,12 HR tapentadol 250 MG Extended Release Oral Tablet [Nucynta],1149376,RxNorm
40164918,metformin hydrochloride 500 MG / rosiglitazone 2 MG [Avandamet],861807,RxNorm
1560651,glucose 50 MG/ML,315789,RxNorm
40232343,aliskiren 300 MG / amlodipine 5 MG / hydrochlorothiazide 25 MG Oral Tablet [Amturnide],1050814,RxNorm
19070343,camphor 40 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Cream,283083,RxNorm
42708696,docusate sodium 100 MG Oral Capsule [Octycine-100],1247907,RxNorm
45775860,24 HR dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo],1593775,RxNorm
19028417,camphor 100 MG/ML Topical Solution,204935,RxNorm
42873590,epoprostenol 0.5 MG Injection [Veletri],1302755,RxNorm
46221696,daclatasvir,1606218,RxNorm
40225148,oxymetazoline hydrochloride 0.25 MG/ML Ophthalmic Solution,1000981,RxNorm
19035863,dipyridamole 50 MG Oral Tablet [Persantine],207569,RxNorm
19030161,Gentamicin Sulfate (USP) 40 MG/ML Injectable Solution [Jenamicin],205765,RxNorm
19101033,activated charcoal 50 MG/ML,385211,RxNorm
40166706,cyproheptadine hydrochloride 4 MG [Periactin],866145,RxNorm
40175226,levothyroxine sodium 0.05 MG [Levoxyl],966312,RxNorm
19006909,glyburide 5 MG Oral Tablet [Calabren],105372,RxNorm
19037964,theophylline 300 MG Oral Tablet [Quibron-T],208262,RxNorm
43560041,calcium carbonate 1177 MG Chewable Tablet,1432465,RxNorm
1362279,nitroglycerin 5 MG,316378,RxNorm
19043301,salicylic acid 170 MG/ML Topical Solution [Compound W brand of salicylic acid],210072,RxNorm
40229414,benzocaine 15 MG / pectin 5 MG Oral Lozenge [Cepacol Sore Throat Plus Coating],1039147,RxNorm
19027765,boric acid 50 MG/ML Topical Solution,204590,RxNorm
19024447,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet [Comox],201029,RxNorm
19033987,muromonab-CD3 1 MG/ML Injectable Solution [Orthoclone OKT3],206950,RxNorm
19096751,zinc oxide 130 MG/ML Topical Cream,349404,RxNorm
19052922,compound benzoin tincture (USP) 3 MG/ML Topical Spray,562554,RxNorm
19029845,guaifenesin 600 MG Extended Release Oral Tablet [Humibid L.A.],205657,RxNorm
19025536,theophylline 300 MG Extended Release Oral Tablet [Theodur],201541,RxNorm
19041466,acetaminophen 500 MG Oral Tablet [Masophen],209445,RxNorm
1341209,temozolomide 100 MG Injection,835945,RxNorm
1165253,12 HR guaifenesin 400 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Capsule,412278,RxNorm
19125731,brompheniramine maleate 1 MG/ML Oral Solution,700851,RxNorm
40168877,urea 500 MG/ML Topical Lotion [Latrix],885770,RxNorm
42629230,Zinc Oxide 130 MG/ML Topical Cream [Aveeno Baby Organic Harvest Diaper Rash],1789211,RxNorm
40222793,meclizine hydrochloride 25 MG Oral Capsule,995766,RxNorm
40233234,12 HR chlorpheniramine polistirex 8 MG / hydrocodone polistirex 10 MG Extended Release Oral Capsule [TussiCaps],1087427,RxNorm
19048758,ACIDOPHILUS,214978,RxNorm
40237550,acetaminophen 500 MG Oral Tablet [Tempra],1095481,RxNorm
19127695,112 ACTUAT cromolyn sodium 0.8 MG/ACTUAT Metered Dose Inhaler,746340,RxNorm
792919,tolnaftate 10 MG/ML Topical Cream [Tolcylen],1988414,RxNorm
44814230,chondroitin sulfates 600 MG / glucosamine hydrochloride 750 MG Chewable Tablet,1491886,RxNorm
19020595,polysaccharide iron complex 150 MG Oral Tablet,198807,RxNorm
1337190,calcium glycerophosphate 65 MG Oral Tablet [Prelief],723745,RxNorm
916670,dimethicone 20 MG/ML Topical Cream,244642,RxNorm
19032049,levocabastine 0.5 MG/ML Ophthalmic Suspension [Livostin],206337,RxNorm
964072,ibrutinib 280 MG Oral Tablet,2000021,RxNorm
42903792,"propylene glycol, (R)-",1314303,RxNorm
40042044,estradiol / testosterone Injectable Solution,374447,RxNorm
40224085,250 ML sipuleucel-T 200000 CELLS/ML Injection [Provenge],997267,RxNorm
40224811,medroxyprogesterone acetate 2.5 MG,1000134,RxNorm
19035498,rimexolone 10 MG/ML Ophthalmic Suspension [Vexol],207446,RxNorm
42873620,carfilzomib 2 MG/ML Injectable Solution,1302970,RxNorm
40221761,codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML Oral Solution [Diabetic Tussin C],996550,RxNorm
40232222,pseudoephedrine hydrochloride 30 MG Oral Tablet [Pseudoval],1049521,RxNorm
19072325,aluminum hydroxide 45 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 5 MG/ML Oral Suspension,307750,RxNorm
19025943,pyrimethamine 25 MG Oral Tablet [Daraprim],201912,RxNorm
1549788,ethinyl estradiol 0.02 MG Oral Tablet,197679,RxNorm
948752,bacitracin 0.4 UNT/MG / neomycin 0.005 MG/MG / polymyxin B 10 UNT/MG Topical Ointment,389116,RxNorm
19131892,tetrabenazine 12.5 MG Oral Tablet,805464,RxNorm
946514,piperonyl butoxide 40 MG/ML / pyrethrins 3.3 MG/ML Medicated Shampoo,283219,RxNorm
40174063,trihexyphenidyl hydrochloride 5 MG Oral Tablet [Trihexane],905287,RxNorm
40162707,amitriptyline hydrochloride 25 MG / perphenazine 2 MG Oral Tablet [Triavil],856810,RxNorm
40240599,cholecalciferol 0.1 MG Oral Tablet [Thera-D],1116514,RxNorm
42901663,polysaccharide iron complex 50 MG Oral Capsule,1312970,RxNorm
40223042,{7 (24 HR memantine hydrochloride 14 MG Extended Release Oral Capsule) / 7 (24 HR memantine hydrochloride 21 MG Extended Release Oral Capsule) / 7 (24 HR memantine hydrochloride 28 MG Extended Release Oral Capsule) / 7 (24 HR memantine hydrochloride 7...,996624,RxNorm
40174722,fluvoxamine maleate 100 MG,903872,RxNorm
19034531,natamycin 50 MG/ML Ophthalmic Suspension [Natacyn],207100,RxNorm
1593813,abiraterone acetate 500 MG Oral Tablet,1918042,RxNorm
19021639,vitamin B12 0.25 MG Oral Lozenge,199374,RxNorm
19023184,clove oil,7624,RxNorm
19021814,Haldol,151839,RxNorm
42902716,nedocromil sodium 1.75 MG/ACTUAT Metered Dose Inhaler,1359829,RxNorm
902435,menthol 0.0044 MG/MG / zinc oxide 0.2 MG/MG Topical Ointment,744868,RxNorm
1125394,acetaminophen 80 MG Rectal Suppository,198445,RxNorm
792996,benralizumab Prefilled Syringe,1989103,RxNorm
19042521,acetaminophen 325 MG / butalbital 50 MG Oral Tablet [Marten-Tab],209826,RxNorm
40164072,1.7 ML articaine hydrochloride 40 MG/ML / epinephrine 0.01 MG/ML Cartridge [Zorcaine],861592,RxNorm
46275934,daclatasvir 60 MG Oral Tablet,1660194,RxNorm
19023349,Xalatan,153159,RxNorm
40169359,acitretin 17.5 MG Oral Capsule [Soriatane],894861,RxNorm
19125927,dicloxacillin 250 MG Oral Capsule [Dynapen],701680,RxNorm
40167594,etodolac 600 MG [Lodine],865564,RxNorm
1593231,hydrocortisone 10 MG/ML Topical Cream [Proctocort],1865144,RxNorm
37498173,tazarotene 0.45 MG/ML Topical Lotion,2267561,RxNorm
19122391,ranitidine 25 MG Effervescent Oral Tablet,602639,RxNorm
45775736,tedizolid phosphate 200 MG Injection,1540886,RxNorm
40171420,24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka],897855,RxNorm
46275193,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",1658095,RxNorm
40213288,"diphtheria, tetanus toxoids and acellular pertussis vaccine, Haemophilus influenzae type b conjugate, and poliovirus vaccine, inactivated (DTaP-Hib-IPV)",120,CVX
44818398,simethicone 250 MG Oral Capsule [Phazyme],1537320,RxNorm
45947272,THIAMINE / VITAMIN B 12,105292,CIEL
1593884,glutamine 5000 MG Powder for Oral Solution [Endari],1928941,RxNorm
1192247,levalbuterol 0.103 MG/ML Inhalation Solution [Xopenex],352132,RxNorm
40243859,fluocinolone acetonide 0.1 MG/ML Medicated Shampoo,1191265,RxNorm
37499837,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],2359353,RxNorm
19109687,amitriptyline 30 MG,439241,RxNorm
19125385,24 HR nifedipine 30 MG Extended Release Oral Tablet [Afeditab CR],672920,RxNorm
40178991,20 ML chloroprocaine hydrochloride 30 MG/ML Injection [Nesacaine],992811,RxNorm
42898224,12 HR guaifenesin 400 MG / phenylephrine hydrochloride 15 MG Extended Release Oral Capsule,1308376,RxNorm
19122322,clindamycin 20 MG/ML Vaginal Cream [Clindesse],602427,RxNorm
40223767,donepezil hydrochloride 10 MG Disintegrating Oral Tablet [Aricept],997222,RxNorm
19098549,tenecteplase 50 MG Injection,313212,RxNorm
35202016,0.5 ML testosterone enanthate 100 MG/ML Auto-Injector,2099689,RxNorm
19038683,thiothixene 2 MG Oral Capsule [Navane],208493,RxNorm
19132377,amylase 65000 UNT / lipase 20000 UNT / protease 65000 UNT Delayed Release Oral Capsule [Ultrase],807736,RxNorm
1510754,{28 (tolvaptan 30 MG Oral Tablet [Jynarque]) / 28 (tolvaptan 90 MG Oral Tablet [Jynarque]) } Pack [Jynarque 90/30 Carton],2044971,RxNorm
19071219,Kelp preparation 0.15 MG Oral Tablet,283887,RxNorm
45227520,Fentanyl 0.002 MG/ML / Ropivacaine hydrochloride 2 MG/ML Injectable Solution,61553088048,NDC
19073274,amylase 30000 UNT / lipase 8000 UNT / protease 30000 UNT Oral Tablet,308228,RxNorm
40223585,sulfacetamide sodium 100 MG/ML / sulfur 10 MG/ML Medicated Liquid Soap,999604,RxNorm
40235929,vitamin K1 1 MG Oral Capsule,1089780,RxNorm
37499790,24 HR budesonide 9 MG Extended Release Oral Capsule,2269307,RxNorm
19126536,oleate,70616,RxNorm
45775455,24 HR dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,1593058,RxNorm
40227015,lidocaine hydrochloride 10 MG/ML Injectable Solution [L-Caine],1013044,RxNorm
35604959,selexipag 0.6 MG Oral Tablet [Uptravi],1729061,RxNorm
40237218,diphenhydramine hydrochloride 50 MG Oral Capsule [Sleepinal],1094338,RxNorm
1341151,temozolomide 20 MG Oral Capsule [Temodar],261289,RxNorm
1517762,paricalcitol 0.005 MG/ML Injectable Solution [Zemplar],213298,RxNorm
19135216,potassium nitrate 0.05 MG/MG / sodium fluoride 0.011 MG/MG Toothpaste [Fluoridex Daily Defense Sensitivity],847014,RxNorm
35603909,rimabotulinumtoxinB 5000 UNT/ML Injection,1736643,RxNorm
35201906,{2 (baloxavir marboxil 40 MG Oral Tablet [Xofluza]) } Pack [Xofluza 80 MG Dose Pack (2 x 40 MG Tablets)],2100100,RxNorm
43013557,chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 3 MG/ML Oral Solution,1370125,RxNorm
702007,florbetaben,2571857,RxNorm
749969,carisoprodol 350 MG,315571,RxNorm
40237175,diphenhydramine hydrochloride 25 MG Oral Capsule [Diphedryl],1093377,RxNorm
42708752,docusate sodium 50 MG Oral Tablet,1248132,RxNorm
44507816,hydrocodone bitartrate 10 MG Extended Release Oral Capsule,1442522,RxNorm
44507696,luliconazole 10 MG/ML Topical Cream [Luzu],1482689,RxNorm
43012200,indium,1362699,RxNorm
1381258,anagrelide 1 MG Oral Capsule [Agrylin],597855,RxNorm
40183393,folic acid 1 MG / heme iron polypeptide 6 MG / polysaccharide iron complex 22 MG / vitamin B12 0.025 MG Oral Tablet,978676,RxNorm
35604836,30 ML morphine sulfate 0.5 MG/ML Injection,1728789,RxNorm
1593072,glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection,1863974,RxNorm
45776544,tavaborole 43.5 MG/ML Topical Solution [Kerydin],1543182,RxNorm
1594571,levothyroxine sodium 0.2 MG Oral Capsule [Tirosint],1923052,RxNorm
35602878,acetaminophen 325 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,1673869,RxNorm
40241937,vemurafenib,1147220,RxNorm
42901861,omacetaxine mepesuccinate 3.5 MG Injection,1356688,RxNorm
42620279,Psyllium Oral Suspension,OMOP2801161,RxNorm Extension
19122313,gabapentin 300 MG Oral Tablet [Gabarone],602405,RxNorm
42801083,phenylephrine hydrochloride 25 MG/ML Ophthalmic Solution [AK-Dilate],1300090,RxNorm
940535,sulconazole,37319,RxNorm
19117199,glimepiride 3 MG [Amaryl],565409,RxNorm
19132398,amylase 30000 UNT / lipase 10000 UNT / protease 30000 UNT Delayed Release Oral Capsule [Pancrease],807826,RxNorm
35200283,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073...,2054272,RxNorm
40165050,morphine sulfate 30 MG,859963,RxNorm
19036446,hexachlorophene 30 MG/ML Medicated Liquid Soap [Phisohex],207768,RxNorm
19022983,Adipex-P,332,RxNorm
37499811,0.5 ML influenza A virus A/Brisbane/02/2018 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/34/2019 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.0...,2280756,RxNorm
1146687,Once-Daily diclofenac epolamine 0.013 MG/MG Medicated Patch,2385117,RxNorm
43560442,acetaminophen 325 MG / caffeine 20 MG / isometheptene mucate 65 MG Oral Tablet,1435853,RxNorm
19126581,hydrocortisone 25 MG/ML Rectal Cream [Proctocream],706544,RxNorm
40228989,capsaicin 0.08 MG/MG Medicated Patch,1039679,RxNorm
992591,chlorothiazide 250 MG Oral Tablet,197475,RxNorm
1145724,ephedrine sulfate 5 MG/ML Injection,2368462,RxNorm
980867,clioquinol,5942,RxNorm
42873513,"0.5 ML human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML / human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML Prefilled Syringe",1301889,RxNorm
40227013,lidocaine hydrochloride 10 MG/ML Injectable Solution [Anestacaine],1013038,RxNorm
19101816,sodium fluoride 5.56 MG/ML Oral Solution,392046,RxNorm
40184735,loperamide hydrochloride 2 MG Oral Tablet [Kaopectate 1-D],978019,RxNorm
35603182,"antihemophilic factor, human recombinant 1 UNT",1719221,RxNorm
45777074,{28 (estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet) } Pack [Lopreeza 0.5/0.1 28 Day],1550964,RxNorm
1146788,0.5 ML influenza A virus A/Guangdong-Maonan/SWL1536/2019 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/2671/2019 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Washington/02/2019 an...,2380588,RxNorm
1346862,carvedilol 6.25 MG,315577,RxNorm
19135789,potassium sorbate,8606,RxNorm
1536831,naloxone hydrochloride 80 MG/ML Nasal Spray [Kloxxado],2540709,RxNorm
1360336,glucosamine sulfate 750 MG Oral Capsule,252735,RxNorm
42708737,alendronic acid 70 MG Effervescent Oral Tablet,1248077,RxNorm
40184832,inulin 24.2 MG/ML Oral Suspension [Metamucil Clear & Natural],984076,RxNorm
46287588,20 ML baclofen 2 MG/ML Injection [Lioresal],1666620,RxNorm
19031037,erythromycin 0.005 MG/MG Ophthalmic Ointment [Ilotycin],206035,RxNorm
938329,"sennosides, USP 25 MG Oral Tablet [Lax-Ease Maximum Strength]",284364,RxNorm
19098219,tropicamide 10 MG/ML Ophthalmic Solution [Ocu-Tropic],351501,RxNorm
35606563,500 ML dopamine hydrochloride 0.8 MG/ML Injection,1743871,RxNorm
40162730,amitriptyline hydrochloride 50 MG Oral Tablet [Elavil],856847,RxNorm
19027593,sodium tetradecyl sulfate 10 MG/ML Injectable Solution,204490,RxNorm
40166400,Abuse-Deterrent morphine sulfate 50 MG / naltrexone hydrochloride 2 MG Extended Release Oral Capsule,863852,RxNorm
40173599,alendronic acid 40 MG Oral Tablet [Fosamax],904407,RxNorm
43014240,pomalidomide 1 MG Oral Capsule [Pomalyst],1369724,RxNorm
705188,lamotrigine 250 MG,335128,RxNorm
19126825,zinc oxide 0.16 MG/MG Topical Ointment [Boudreauxs Butt Paste],708074,RxNorm
21037119,Magnesium Oral Tablet,OMOP275999,RxNorm Extension
40224401,pilocarpine hydrochloride 5 MG [Salagen],1000914,RxNorm
40233978,triamcinolone acetonide 0.005 MG/MG Topical Ointment [Aristocort],1085642,RxNorm
43527114,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML Oral Solution,1421555,RxNorm
40238716,acetaminophen 325 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,1101542,RxNorm
19136020,amoxicillin 500 MG Oral Capsule [Trimox],94406,RxNorm
40171376,dextran 70 1 MG/ML / glycerin 2 MG/ML / hypromellose 3 MG/ML Ophthalmic Solution [Tears Naturale Forte],900141,RxNorm
45417685,"Nicotine Patch S-2, 14 mg/24 hr transdermal film, extended release",2707,Multum
1396753,{56 (alpelisib 150 MG Oral Tablet) } Pack,2169321,RxNorm
19029980,amoxapine 50 MG Oral Tablet [Asendin],205709,RxNorm
1356433,sodium chloride 70 MG/ML Inhalation Solution [PulmoSal],2109530,RxNorm
1307122,metoprolol 200 MG,323895,RxNorm
992617,chlorothiazide 250 MG Oral Tablet [Diuril],213443,RxNorm
42800454,butenafine hydrochloride 10 MG/ML Topical Cream [Mentax],1298452,RxNorm
35605861,ganciclovir Injection,1732140,RxNorm
44941693,Water 1000 MG/ML Injectable Solution,00173051801,NDC
43012676,Eliquis,1364436,RxNorm
19084690,potassium citrate 5 MEQ [Urocit-K],569611,RxNorm
40172650,pregabalin 20 MG/ML Oral Solution [Lyrica],898718,RxNorm
19081495,ibuprofen 20 MG/ML,316073,RxNorm
1755073,fluconazole 100 MG,315935,RxNorm
46275211,hepatitis B immune globulin Injection,1658124,RxNorm
19044470,terfenadine 60 MG [Seldane],569171,RxNorm
46221569,filgrastim Prefilled Syringe [Zarxio],1605069,RxNorm
19118651,thioridazine 10 MG [Mellaril],569082,RxNorm
19027983,V-Cillin K,7972,RxNorm
1745073,5 ML cidofovir 75 MG/ML Injection,199388,RxNorm
1711793,dapsone 100 MG,315759,RxNorm
904454,esomeprazole 40 MG,331599,RxNorm
43560185,lidocaine hydrochloride 20 MG/ML Topical Cream,1432482,RxNorm
44785081,zolmitriptan 2.5 MG/ACTUAT Nasal Spray,1483677,RxNorm
40243736,deferiprone 500 MG Oral Tablet [Ferriprox],1190357,RxNorm
19125432,erythromycin ethylsuccinate 80 MG/ML Oral Suspension [EryPed],686420,RxNorm
19122145,lansoprazole 0.5 MG/ML Extended Release Suspension [Prevacid],596922,RxNorm
35605465,histrelin acetate 0.00208 MG/HR Drug Implant,1740433,RxNorm
19007429,thymus extracts,10562,RxNorm
19112783,magnesium hydroxide 81 MG/ML Oral Suspension,485102,RxNorm
1753745,albendazole,430,RxNorm
